text,label,logits
teacher:Thats sharp huh,1,"[-2.484023793436725, 8.047783161119682, -1.888605958923652, -1.08848188722663, -1.293707566934739, -1.7017058300975036]"
teacher:And cant you make a triangle over here that is the same as this,1,"[-2.757374669328982, 9.961919432450555, -2.862260273236827, -2.2444448468246065, -1.7377542224210325, -1.6364523224606655]"
teacher:Thats right huh,1,"[-2.7509247630916343, 9.092395617212137, -1.7474450395247734, -2.5336480399131136, -2.8458609131806787, -2.6910101162330275]"
teacher:Huh;student:Teacher the one we call the triangle isnt just one,1,"[-1.947566397217843, 9.324380267649326, -2.941809493288562, -1.401780177555256, -2.413569652653094, -2.7886914340763864]"
teacher:You dont understand,1,"[-2.338212040898597, 9.459915505858927, -1.5809291667884757, -1.4258388807335896, -2.3167493022760164, -2.7102125242349566]"
teacher:You dont understand;student:I also dont understand,1,"[-2.2902786215026847, 9.62281106716105, -1.0294994898594239, -2.3029241564033898, -2.028738061515954, -1.2500378329263138]"
teacher:People who didnt understand it please listen to it closely okay,1,"[-2.3161674270414876, 8.309839521648913, -1.2691592218091168, -2.0679833668205996, -2.542773288521032, -1.722862363617791]"
teacher:So we want to do it so this here becomes straight like this okay,1,"[-2.07485252951013, 9.740875542917577, -1.222521709062067, -1.4184042964773662, -1.3545375717978245, -1.7464333187490064]"
teacher:The angle okay,1,"[-2.232749830508789, 9.977308523815669, -2.2842027686295836, -2.8846751487836952, -2.667260878879194, -1.628106722958134]"
teacher:People who were able to d who did it like this,1,"[-2.53255932621209, 8.663508577778817, -1.3602726585506677, -1.443873751318249, -1.0175146519420384, -1.5053614267691733]"
teacher:People who can say I drew it like this over here,1,"[-1.0894039826797517, 9.59450951224684, -1.7775257584799116, -1.7424395173867917, -2.3095602345167916, -1.327627797346564]"
teacher:People who say I was able to draw it,1,"[-2.822948970363215, 8.875853464705852, -2.5170286112485623, -1.5529254347459183, -2.332756227504138, -1.9957265633283998]"
teacher:People who say I was able to do it like this way,1,"[-2.5732085460935163, 8.540366467358572, -2.396435634231329, -1.7942959243257848, -2.494882874652194, -1.8883815122628687]"
teacher:People who say they were able to do both,1,"[-2.5979392980124443, 8.242273184613962, -2.095012583431025, -2.444991135606995, -1.45941435917441, -2.3447575953611497]"
teacher:Next uhm using this as a foundation okay,1,"[-1.3771332481198686, 8.462085054513503, -1.0259377796601492, -1.3140663047001722, -2.4483451031523966, -2.6325262298300807]"
teacher:You cant do it with it just as it is right,1,"[-2.1501221087340094, 8.397522252729784, -1.3588373722577423, -1.5371371409945085, -1.0439990997602147, -2.698015016850468]"
teacher:Its a quadrilateral right,1,"[-2.1299496901705197, 9.266165701325288, -2.1166884599815976, -2.6311598639456975, -2.7958565853347705, -1.065744673302916]"
teacher:If its just as it is its a quadrilateral right,1,"[-1.2187834386024348, 9.862994056575463, -2.9518717167291797, -1.9911645636620954, -2.2979647900895257, -1.0911806279311835]"
teacher:If everybody had a triangle and parallel lines then they can do it huh,1,"[-1.2611598457575888, 8.970562552708044, -1.4083230285616266, -1.542401334942986, -2.801199742030475, -1.129321289536928]"
teacher:It may be that you can get many types huh;student:In addition,1,"[-2.84012896155363, 8.386617958423837, -2.6578515300129233, -1.9971977377384413, -2.9153639711102164, -1.9024742379325208]"
teacher:You can get it on the opposite side right,1,"[-2.402714349233224, 8.964161735479323, -1.4807779279196196, -1.697838870449299, -1.648162404420225, -1.7859535941125546]"
teacher:Are you going to make it into an upright state;student:I got it,1,"[-1.2779115072409, 9.589546557360624, -1.5189468728576825, -2.4495460685732056, -1.474011922049241, -2.231233617970599]"
teacher:Are you going to fold it like this,1,"[-2.346649559964318, 8.950578524870737, -2.078436679320183, -1.7109306573513654, -2.5970806718006276, -2.7202563491565335]"
teacher:Do you understand,1,"[-2.032182686265581, 8.325878315376528, -2.3594845755680733, -1.7830287173216346, -1.548267554961565, -1.2058561488137989]"
teacher:Here and here are the same right,1,"[-1.8226609476907276, 8.637905238717144, -2.974300532412876, -1.2783148190999418, -1.2745997790701953, -2.620187375553688]"
teacher:This okay,1,"[-2.3981225367041734, 9.628800950035181, -2.4830460114466923, -2.358205369092388, -1.6672377237764648, -2.3185125026860525]"
teacher:How about this side,1,"[-1.6572339057231928, 9.000163730615645, -1.970987184504661, -2.733926514431116, -2.5182058101262745, -2.041575451825863]"
teacher:Cant we make somewhere,1,"[-1.813848965504889, 9.350755481444784, -2.9033162518701525, -2.8248761263340665, -1.4686433810876869, -2.8959460515606454]"
teacher:Straight like this,1,"[-1.3787741321244584, 9.467403680452623, -1.0753864434003075, -2.4152156001628926, -1.5496530046595056, -1.680503010860307]"
teacher:Are you done,1,"[-2.8647441392850546, 9.638105422023104, -2.3225871904312623, -2.83826369102463, -1.7560962456732039, -2.852173117655044]"
teacher:What is it;student:Teacher,1,"[-2.8984877600083205, 8.077449064410139, -1.199655644161555, -1.7306263371451371, -1.0770252950517145, -2.4772415864341193]"
teacher:Snobbishly,1,"[-2.2509799177645435, 9.042873683489415, -1.9007656606004792, -2.628433107445435, -1.1631026783283838, -1.1372028625264077]"
teacher:If it has become this then can we do it,1,"[-1.8412361828817145, 8.136268043529498, -2.1194613152001525, -1.0826265867055218, -1.809997694363916, -2.031036271445659]"
teacher:You cant do it as it is a quadrilateral,1,"[-1.9319748088253799, 9.018230193000234, -2.358682110705744, -2.6230215015080183, -1.6609754731075406, -2.6486025350348994]"
teacher:Dont you have to draw a parallel line to the triangle;student:Here,1,"[-2.526931387785816, 8.261972145625053, -1.2675627985235958, -1.3034684239532448, -1.1057468936931234, -2.028438590280632]"
teacher:Im sorry okay,1,"[-1.2313680845025279, 8.5146961798901, -1.196859633463545, -2.2209341920807555, -2.341755027787033, -2.5934520290164524]"
teacher:Then where is the tri quadrilateral oh triangle thats equal to the area here,1,"[-2.617488702992061, 9.027699755704457, -2.1365220602543706, -2.708707043107227, -2.371745876862427, -2.104905430090194]"
teacher:Since its parallel like this so in the parallel lines where is the qua thats equal to here,1,"[-2.1480593861293893, 8.008376985535754, -1.2164147997547663, -2.8958346998234448, -2.9815569078315245, -2.8610934421392527]"
teacher:You get a triangle like this;student:Draw a parallel line and,1,"[-2.674106567584124, 8.104024834673325, -1.0615636170584548, -2.7763945082683996, -2.8139981821336075, -1.3829273505805109]"
teacher:Its reduced by one right,1,"[-1.047903457707013, 9.731274037290559, -2.5988003959617245, -1.6835373462740029, -1.6891369671161869, -1.019167430596689]"
teacher:It becomes three right;student:Three,1,"[-2.717984967790077, 9.101154744351971, -2.3119657938787896, -1.432694729963316, -1.4541057587931658, -1.9322425045702765]"
teacher:Youve gotten to a good place in the problem huh,1,"[-1.6409731614289766, 9.61376662482952, -2.3134001138739615, -1.6081823722703732, -2.7425690956077657, -1.1020766151120662]"
teacher:If you have folded this then okay,1,"[-1.1854499418102504, 8.312804885639853, -2.2284137112001243, -1.7716744910848785, -1.354628624799499, -1.0709466696515753]"
teacher:It wont at least overlap right,1,"[-1.5837784347472061, 9.350681799744226, -1.023303951273291, -1.5003380450893946, -1.9815051413707294, -2.6644372964758185]"
teacher:Then okay,1,"[-1.2203161510429694, 9.724631835533648, -1.4155055749753171, -2.9288444108177742, -2.615340961284236, -1.43828111521715]"
teacher:If this corner for example its good if the corner here was gone right;student:Yes,1,"[-2.7670965309969544, 9.112315973207643, -1.3795266156379329, -1.831125779805037, -2.602189419314703, -2.8227656940974977]"
teacher:Ill draw a line longer here okay,1,"[-2.726827375028651, 9.58229150462314, -2.677009095549468, -2.7114438806319985, -2.543337391152481, -1.6534125149560694]"
teacher:Things like these dr are also the same right,1,"[-2.1118224000743964, 8.824187013512256, -1.6877331205112323, -2.7534850821288703, -1.8713173457193613, -2.5648108120686066]"
teacher:Things like these are also the same right,1,"[-1.0306392166765166, 9.425820922148445, -1.150032972270609, -1.3296380323109147, -2.9081488762851935, -2.259393911872726]"
teacher:Then okay,1,"[-1.6587336542702298, 9.630194695694215, -2.671644851054216, -2.8139476179191005, -2.098890566230117, -1.2965488155789024]"
teacher:Theres a lot right,1,"[-1.3280834546115932, 8.343186113838886, -2.393889219758508, -2.728037323097464, -1.0624264996998516, -1.019584278438183]"
teacher:We have to make it straight right,1,"[-2.848519098141894, 9.839512976276842, -1.6950608407526448, -1.6195536165601006, -2.795774528031062, -2.038814839349821]"
teacher:Are there any others,1,"[-2.0921752248305925, 9.37457267668454, -1.0677292456554954, -1.650939050909345, -2.105569461192445, -2.1514562569722875]"
teacher:You can also do this side right,1,"[-2.2868302398733604, 9.535778260730059, -2.301035618262845, -2.3915881010472986, -2.3471209191318287, -2.167842902534509]"
teacher:If you notice this one then okay;student:Is it okay with this,1,"[-1.0778662073880176, 9.954455935314714, -1.0258867601168566, -2.9869787197811464, -2.9036983513012773, -1.7852524704392716]"
teacher:Youll also notice the one over here huh,1,"[-1.3443362594809027, 8.4893486724585, -1.9156660264063492, -2.856426053027353, -1.6273037609095, -1.0392869256751138]"
teacher:Youll notice it right,1,"[-1.2097580330057964, 8.76642623074823, -2.0153590927276968, -2.723296936023929, -1.0743954503937918, -2.605962689590235]"
teacher:Ohba how are you doing,1,"[-1.322771197696263, 8.594114306166528, -2.8389791491405614, -1.5927087181697313, -1.8724314254753474, -1.2925705866820896]"
teacher:All you have to do is decrease it right;student:Reduce,1,"[-1.1506035544016704, 8.681291936613482, -1.0462503485639565, -2.955142451935811, -1.123116348216605, -1.5261638943877778]"
teacher:Is there anybody who does not understand;student:You understand,1,"[-1.2368427160884163, 9.31318387385491, -1.7242418700627606, -2.4893944543721993, -1.186434800052385, -1.8419799700542685]"
teacher:Then is it over with these with two,1,"[-1.7380153988563163, 9.295876215518714, -1.825510724118277, -1.877886617898396, -2.7725862562416497, -1.3984475224780775]"
teacher:This side,1,"[-2.1442970886017423, 8.48654381839768, -2.953180463842428, -1.5669779335845573, -2.507552727510866, -1.262910551079311]"
teacher:There were some who were doing it already labeled them but okay,1,"[-1.3624971369378105, 9.769291830475542, -2.545339327965709, -1.5734059455763396, -2.7868693789079604, -2.13059167869282]"
teacher:We will make them A B C D okay,1,"[-1.6847204474540713, 8.203291839322958, -2.78623023946584, -2.2272400145309694, -2.9624382526953674, -1.8468874973582423]"
teacher:And right now in the beginning we draw a diagonal line through A to C and draw a diagonal line from A to C and we will make a triangl we were able to make two right,1,"[-1.5564951891643335, 9.66163896259387, -1.8056978498261003, -1.8267186326084544, -2.286671561617572, -2.327349785634642]"
teacher:draw a diagonal line from A to C and we will make a triangl we were able to make two right,1,"[-2.721226893919531, 9.198005959804815, -1.6106518617416694, -2.6485886304025863, -1.907162527179432, -2.151937849685895]"
teacher:And uhm if you ask which ones are the triangles we found that go through this D are this and this right,1,"[-1.8894277992231854, 9.41729056350285, -2.5912638318532393, -2.122615699282627, -1.7944425129861707, -2.637448996356548]"
teacher:Since this triangle and the original triangle are the same so it becomes a fact that we changed this um quadrilateral into a shape like this right,1,"[-2.6666898733415474, 9.063044587147164, -1.6975547711309569, -2.9418012006918426, -2.9031716677833392, -1.4473947892174688]"
teacher:Those are this and this okay,1,"[-1.661573209327779, 9.72061074975784, -1.5909457021519207, -1.2996023931268386, -1.8791401941138013, -2.9755482171403234]"
teacher:Is everything okay,1,"[-2.1123205221125367, 8.765729592095472, -1.7758196786537095, -1.811776947527229, -1.5800338173022956, -2.5604144793263974]"
teacher:About how many people are there who says he or she found this i were able to find it,1,"[-2.124087759783966, 9.998293866672753, -2.8054441974331477, -2.6462361694391996, -1.5603923860884081, -2.7035376884592264]"
teacher:There are about the same number of people huh,1,"[-2.4035856238182607, 8.885327789775273, -2.3044382342042926, -1.0669509239109682, -2.12026580460327, -1.4858075504264094]"
teacher:Um how about this one,1,"[-2.101580521010867, 8.134004313091209, -1.0657145103784564, -1.1721737913915593, -1.697646672193547, -1.106847353110093]"
teacher:How about this one,1,"[-1.1936582539204015, 8.510080873000723, -1.0498646765178963, -2.5663405888663826, -2.8502715193011374, -2.0226195601801575]"
teacher:What is it,1,"[-2.3237260112926963, 8.581338353964876, -2.8752534835282115, -2.196691191642443, -1.7814031010408615, -1.1090755384590703]"
teacher:You dont understand,1,"[-2.118313282237346, 8.503560604304505, -1.8996854139452488, -1.3927037458915565, -2.0550037498335203, -2.447299994994383]"
teacher:Ones that we drew through B D and drew a parallel line through vertex A are this and this okay,1,"[-1.7093253189769384, 9.177473270896202, -1.1527976589167943, -2.558095296473434, -2.47837479017638, -1.5042691785381288]"
teacher:I think we dont have the top one see;student:Here,1,"[-2.6286795518443498, 8.358274390653529, -1.8511554571562303, -2.227775035624377, -1.9282963176228851, -1.0934568080831604]"
teacher:Those are the triangle that we make on this side and the triangle we make on the top right,1,"[-2.6350474529492836, 8.176022535823412, -2.7419408854160103, -2.857840223424936, -1.5946007688635315, -1.6162887713023484]"
teacher:Its this right;student:I dont understand,1,"[-1.3436846461290046, 9.717205020576902, -2.313464936470825, -1.2061008087612304, -1.8655803966930584, -2.9327384081883032]"
teacher:There are only seven see,1,"[-1.1074047542354246, 9.825649648016121, -2.069050627250525, -1.32652879805382, -2.6395307504682872, -1.065074794181935]"
teacher:These then are quadrilaterals right,1,"[-1.8921605285953638, 9.001804828737255, -1.297267841877607, -2.5130222930045525, -2.700058639453885, -2.5399909410083428]"
teacher:Do you want to do them all at once,1,"[-1.09666412006616, 9.966059879958703, -1.8563829643388983, -2.5935377557659116, -1.234502346812616, -2.2567762992079783]"
teacher:Do you want to do them all at once,1,"[-1.8796407956482997, 8.485576716660386, -2.3587459737270637, -2.854445452991583, -2.849647205540729, -2.2251601503061185]"
teacher:Who was that who said he or she found eight;student:So what,1,"[-1.2961930585665051, 8.633868034862878, -1.9621289920808984, -1.1073578418344319, -2.701268457739091, -2.3508623092145715]"
teacher:Next okay,1,"[-1.6770661398889801, 8.979743088821312, -2.885687046741723, -1.436922221422366, -1.8228042863641223, -1.3235888723338187]"
teacher:Challenge to change a pentagon okay,1,"[-1.345114710211141, 9.734301317155445, -1.9117485503464162, -2.9993854629653702, -2.6144748777446987, -1.5890447347213499]"
teacher:You found it did you,1,"[-1.465423592887254, 9.744207476375284, -2.1395545816118853, -1.1704927352992083, -2.0459148165491157, -2.1499806013702054]"
teacher:One huh,1,"[-2.3932918493336155, 9.354387141428365, -1.9861383901532887, -1.8834094994576989, -1.2091888950953562, -2.380284351577701]"
teacher:Also isnt there one like this,1,"[-2.292824503038406, 9.740896140241091, -2.527128278835935, -1.0428131422966427, -2.5450003924212172, -1.2019400203433541]"
teacher:There isnt one on this side right,1,"[-2.233540119268458, 9.440287777149733, -2.0902104587269035, -1.279914683693458, -2.539108708989751, -2.735820132779939]"
teacher:Is there one like this,1,"[-2.6203019393446754, 9.92355460667522, -2.422990743165889, -1.642199503282041, -2.821068594056678, -2.5272869812537833]"
teacher:Is it this,1,"[-1.3370391777340922, 9.190168194611307, -2.5392639822013194, -1.682777811551435, -1.0733899213746643, -1.332445673945867]"
teacher:Is it this,1,"[-2.8161623505536593, 8.922755718687899, -1.989760882138019, -1.7259977887473554, -2.2770586865870612, -1.4037709627574677]"
teacher:Is it over with this;student:The line have the lines have become messy,1,"[-1.5448240614786592, 8.892091387542086, -2.4336667596631947, -1.6068713098929812, -1.001510389676785, -2.399544063471531]"
teacher:Are all of them there;student:There are even ten quadrangles,1,"[-2.7189873071790602, 8.570685990907254, -2.729588402593926, -2.2954506188713846, -1.5048128093272912, -1.1986546531510673]"
teacher:Is it this;student:The top of this one is this right,1,"[-1.528176392011129, 9.122051047359424, -1.6506850174907985, -1.225891181569561, -2.788592663223931, -1.4974360619013727]"
teacher:Is there none,1,"[-2.9575471874511106, 9.245468036779863, -1.7308246916776757, -1.9694342058182592, -1.6326718148750652, -1.549187859797582]"
teacher:Is this it,1,"[-1.2502812649604855, 8.393640159325823, -2.2677836468099164, -1.1734330145005218, -2.2089254118217667, -1.8096388687530351]"
teacher:Its wrong,1,"[-2.902829651851186, 8.559103025817892, -2.2312568547589917, -2.360343036300747, -1.083878071779084, -1.012405374127262]"
teacher:Ichiro has more right,1,"[-1.9301802656959155, 8.69714920622296, -2.630538989874119, -2.229781621922024, -2.1858643896195016, -1.0055709636474564]"
teacher:Of course right,1,"[-2.137231726207432, 9.325785517352625, -1.1118538432539433, -1.6552659698648056, -1.050866282104949, -1.2688486606723912]"
teacher:Ichiro still has more huh,1,"[-2.893374733179622, 9.668880685579891, -2.1097711844484124, -1.6114072452965726, -2.717750444008629, -2.3488914140120007]"
teacher:Now the fact is they continued things like this every day okay,1,"[-1.6213450025950429, 8.00738213490466, -2.753099107814947, -1.79399741803785, -1.0903568389211797, -2.4995581475131265]"
teacher:But in the morning of some day okay,1,"[-2.428075044834249, 9.334379383282888, -1.5573277077334646, -1.3115919209097682, -2.329900859010628, -1.9142700329177538]"
teacher:They looked inside of each others wallets right,1,"[-2.850338511718294, 9.55451821930982, -2.3428036044826, -2.310001766764969, -1.9366338290016432, -1.3071851678877893]"
teacher:Well this part well be writing in later on so writing anywhere other than here is fine so um okay,1,"[-1.719822412137267, 9.646905690172698, -2.9034619352329933, -2.094901150473182, -2.943012724341531, -1.2750892996819745]"
teacher:Masa,1,"[-1.7193012936532275, 8.855493429354262, -2.2692088904088217, -2.6013654981320857, -2.491317433607036, -1.984754712685218]"
teacher:You did it up to the second day right,1,"[-2.482120536961066, 9.13646294640791, -1.000198908428103, -1.6241410028778855, -2.26197531092245, -2.8384435017536194]"
teacher:This one has more,1,"[-1.888159916027851, 9.04437450591303, -1.1212832481336752, -2.9560263070671295, -1.4589793572523007, -1.8423247562985692]"
teacher:Now just now see,1,"[-1.598684520720721, 9.835179411565488, -2.9614210911703447, -2.3907451725984643, -2.5370436552617845, -2.119346698849135]"
teacher:You did it up to the second day right,1,"[-1.561830324629841, 8.930081063220468, -2.2481963244115946, -2.4502311979369096, -2.0490994219382035, -1.5601731295235783]"
teacher:Do it the same way over here okay,1,"[-1.5140235283524524, 8.532666191284822, -2.5300147313033965, -2.99481686641274, -1.8011941863718213, -1.8401639223261326]"
teacher:Up to the second day this one has mor had more right,1,"[-2.2207537039708583, 8.21938145715526, -2.7043896330257264, -2.702175685310405, -1.0419160918561563, -1.0591266721141923]"
teacher:Do it like that then decide the answer okay,1,"[-2.7176378462320265, 8.073021340937583, -2.4275528839526896, -1.3151623501988206, -1.7993182134599086, -2.1988675522354013]"
teacher:They put them in this offertory box right,1,"[-1.3492535879634588, 9.520931647034342, -1.7073771510192162, -2.988946159438701, -2.2518177738368914, -2.1881434989654016]"
teacher:Every morning from each wallet they take out one coin from each okay,1,"[-1.0380691940925726, 8.787843613307855, -2.961273590972945, -1.1791423270780743, -2.2943915046672445, -1.8794085238262928]"
teacher:In terms of the amount of money he has more right,1,"[-2.723011955889874, 8.545653895491087, -2.521129188452837, -2.3097358108261004, -2.005609158356828, -2.121695136690906]"
teacher:This means in the beginning stages um Ichiro has more okay,1,"[-2.234216941714939, 9.794702727553304, -1.0791068027301398, -1.9887656537855698, -1.345364479155082, -1.0675760163635966]"
teacher:Is this it,1,"[-2.9814932636172413, 8.690491767930366, -1.1461360228843809, -1.2433084509302357, -1.5527895861827374, -1.8390252071015811]"
teacher:This,1,"[-2.9499799684766455, 8.566687039098353, -2.313493199938887, -2.6140071131821863, -1.1178598981486396, -1.2374054097897733]"
teacher:Is it,1,"[-1.3314876093410863, 9.045472541190728, -2.2817713928169896, -2.2738909488542554, -1.1750301957880231, -2.542318823424496]"
teacher:Okay then for the time being okay,1,"[-1.8088576529967813, 9.476990811327607, -2.860901882694128, -2.705034754710339, -1.6900417631568208, -2.269750681226796]"
teacher:I will explain it a little okay,1,"[-2.3429071855185946, 9.429738358736218, -1.7832522034285714, -1.402017393454986, -1.6804132790521802, -2.090052610937334]"
teacher:Then there are a lot of them like this which are the same area as this triangle okay,1,"[-2.94080139349193, 9.092590597879996, -2.1092167627491842, -2.3367739026052137, -2.3983087804018384, -2.4080111697789746]"
teacher:The angle here okay,1,"[-2.0848968256919553, 8.833230274243745, -1.0648289670918372, -2.298698434098421, -2.6104372929423123, -1.4335062929875164]"
teacher:You found them;student:Yes,1,"[-2.1179869190688585, 9.50180162263043, -2.1790122283260462, -2.995162225991961, -2.549776698343299, -2.0679026935357774]"
teacher:Its impossible;student:Thats impossible,1,"[-1.3542878617712943, 9.579143704833093, -2.3491826691163427, -2.1323873976022574, -1.099664933134766, -2.5467950003790722]"
teacher:Youll make a circle into a triangle;student:A circle,1,"[-2.9349541609471137, 8.799494147135896, -1.1459080224758331, -1.5469049842992462, -1.9448113328602379, -1.26327024979418]"
teacher:Its wonderful huh,1,"[-2.938134777760041, 9.110235949202657, -2.5382585974791416, -2.0471403418383023, -2.100054793681218, -2.2100861751607335]"
teacher:What,1,"[-2.1370082508420944, 8.790883512035588, -1.1698372029849293, -2.54489161370087, -2.1958694703132737, -2.7944638085948315]"
teacher:This is Ichiros wallet okay,1,"[-2.441834188165511, 8.6784096092763, -1.8263407382788956, -1.9451029316644077, -1.3187735707433765, -2.9554908318580386]"
teacher:And also there is an offertory box there right,1,"[-1.424711836507479, 8.205645493767848, -2.8580961451870945, -2.8818961468675246, -2.6700812968796512, -2.9899034716795905]"
teacher:Now first well start looking at Ichiros okay,1,"[-1.8706049969730978, 9.054522249689988, -2.2156491536624934, -2.7357066937631895, -2.9791472150548017, -2.2678106308218537]"
teacher:If we look at the wallet there are only 10yen coins in there right,1,"[-2.9908772965157127, 9.121322095901961, -2.0245493778406773, -1.4798760216986138, -1.1986404144950007, -2.2740429749853677]"
teacher:A circle;student:We well they were talking about doing a circle,1,"[-2.5142343142861017, 8.580979218238847, -2.9557678272640255, -2.411309396301329, -2.2454589852659494, -2.815639561733705]"
teacher:Then how about this side,1,"[-1.878789653290074, 9.533924648528028, -2.3762069156917462, -1.0541526763370086, -1.0999824501328739, -1.7300744795040537]"
teacher:Were all of them found,1,"[-1.4865266145759946, 9.859463682326004, -2.1457528670581265, -2.605231583930407, -2.5076234649795395, -2.0261372292048065]"
teacher:You want to make a hexagon into a triangle,1,"[-1.6045071440745557, 9.101820874675933, -2.1970617011786837, -2.0290516033479182, -2.3494902942083593, -1.2784238813722368]"
teacher:Then okay;student:Hm,1,"[-1.6880967077280802, 9.216825603237233, -2.7145038421987433, -2.8882228225415503, -1.6448856982224054, -1.173874629774085]"
teacher:There are parallel lines like this right,1,"[-1.6864608040281324, 8.220659611797425, -2.6798778742037808, -1.2918811375071833, -1.9814331115761543, -2.082290546399358]"
teacher:If the one that is the same as this triangle is this then also at this side you got it huh,1,"[-2.7879654143096424, 9.391570485830469, -1.432948616470578, -1.6571863175169086, -1.262311910782236, -2.7579197246041236]"
teacher:You want to do it,1,"[-1.156350552559771, 8.699982729265624, -2.8141842459435953, -2.0457562155286313, -1.5482483949148333, -2.2361848550193404]"
teacher:Then would you do one of a different type,1,"[-1.3162586132492777, 8.098333484063657, -2.717479517460627, -1.0482920723274967, -1.4100551067855638, -2.8035668605107213]"
teacher:Eight;student:Eight,1,"[-2.825876460519577, 8.391296081426766, -1.06911893612563, -2.683739374079366, -1.5200221798614364, -2.128371292102279]"
teacher:You noticed the fact that there are eight,1,"[-2.787935142993595, 9.218641784181171, -1.5466784060534056, -1.0698879956395544, -2.5135823287280363, -2.5809481873494486]"
teacher:Thats good huh,1,"[-1.410927169039134, 9.796034426634076, -1.9278243135869877, -2.417672960901908, -1.3084174037102663, -2.1904535976796407]"
teacher:This and one like this and one like this huh,1,"[-1.7767133764613285, 8.095667877177094, -1.5058155020399748, -2.0443508484039556, -2.4849665128297636, -2.888939758332069]"
teacher:Now then is it just this side where we can draw parallel lines,1,"[-2.440964897901342, 8.687185108840234, -1.3033834225376792, -2.180433397906276, -1.613915207695889, -2.3154791360162434]"
teacher:You can also draw them over here right;student:This side,1,"[-2.9021721369786873, 9.981603296910764, -2.7740559040743724, -1.0301975755764967, -2.4032856998264687, -2.406147746994834]"
teacher:Then cant you transform this triangle,1,"[-2.1168509172410044, 8.889734825845546, -1.43874859818396, -1.7846820545020634, -2.1016325335174026, -2.459318727047604]"
teacher:This okay,1,"[-2.9762953324984807, 8.277394422947784, -1.747831798034964, -2.3345104288119023, -1.7862930756201605, -1.1604758557955204]"
teacher:You did it so it says this triangle and the triangle over here are the same right,1,"[-2.1675227924381684, 8.445060658993336, -1.7849572042399122, -2.177339785018325, -1.0196123804412414, -2.9641677456571207]"
teacher:Is it just this side where you can get it,1,"[-1.4227584755971379, 9.726246322727832, -2.427624524724032, -2.0230497978870843, -2.673282573138701, -2.561151735786302]"
teacher:Over here huh,1,"[-2.8207011899854484, 8.653438914570478, -2.2825960878650995, -1.3120181772377617, -1.0315471963333653, -2.02410348131163]"
teacher:Hm;student:Over here also,1,"[-1.9075939953015806, 8.762187981904288, -1.0346568708495163, -1.6041750630939478, -1.7975684730804908, -1.4670052354678924]"
teacher:You found ones like these,1,"[-2.0778890353909327, 9.465805600794273, -2.7403872001185547, -2.521038221915984, -1.4108323973080605, -2.7784858399315695]"
teacher:Are you done,1,"[-2.3443733281548416, 8.557361214352596, -2.932509257325324, -2.3900164813359126, -1.6471375754570985, -1.965013088368084]"
teacher:Isnt there one thats the same as this triangle,1,"[-1.3891193905444221, 8.70386809472541, -1.6822584952942887, -2.8639007370022678, -1.197631272145789, -1.5574478646092225]"
teacher:Are you worried thinking about it,1,"[-1.4269488405773443, 8.183798521496625, -2.7093912807261695, -1.7534256861882878, -1.5865155562432136, -1.1401638377704566]"
teacher:You were able to get one;student:One,1,"[-2.486579734947976, 8.403235794434018, -1.337901109969932, -2.18731211773722, -2.480777456558325, -2.1158666799010124]"
teacher:This okay,1,"[-1.7892081976130574, 8.739916295094343, -1.0643073178673452, -2.4610225712782503, -2.464862717054464, -1.0024555755708584]"
teacher:You got it right,1,"[-2.938058094655217, 9.722755438551536, -2.9167829050422576, -2.440861443205226, -2.4974876789424645, -2.939299508488975]"
teacher:You got something like this right,1,"[-1.6505094160357106, 8.596572207847338, -1.8467801373021975, -1.236873233504677, -2.6774897532091755, -2.174868824046501]"
teacher:One that is the same as this is this right;student:Yes,1,"[-2.3709384870974577, 9.827683512217586, -1.0273415367732799, -1.566446359531777, -2.759428318757563, -2.28538385188472]"
teacher:Is the area that is the same as this triangle just this;student:Yes,1,"[-2.451333368454698, 9.39122547067484, -1.5028037923983533, -2.982348804268027, -2.6066588144642755, -1.9946081928320205]"
teacher:Is it this,1,"[-2.8113764669966947, 8.22737022947347, -2.279123827015676, -2.2800178451437443, -1.1947328751332011, -2.0820701040170104]"
teacher:Thats good huh,1,"[-1.0887047556944178, 9.896743116897095, -1.3385574916173657, -1.688875706241164, -1.5894273876884801, -2.2416338873188963]"
teacher:You can right;student:I can,1,"[-2.5389686958026414, 9.050254934537314, -2.9823585683805556, -2.7166765658349803, -2.1803060940909695, -2.877940788017129]"
teacher:With that for now it will be two methods right,1,"[-1.8017991336602273, 8.298613875793606, -2.9184320813603817, -1.4371357991639124, -2.2244759564036913, -1.0281558102276256]"
teacher:Did you understand the meaning;student:It doesnt look like it,1,"[-2.1144939466337136, 8.264391124703138, -1.1224229871522602, -2.4548985451602836, -2.561055852256289, -1.591136394155155]"
teacher:Then is it just this side where we can draw parallel lines,1,"[-1.3807613141877157, 8.500443036515527, -2.4748961403491947, -1.862423926285564, -2.645784328000774, -1.5382084394157434]"
teacher:You can draw it right;student:Over here,1,"[-2.8319415634569003, 9.217487888243799, -1.520309131846062, -2.9935954037625176, -1.0643712062721729, -2.669869803381478]"
teacher:Two;student:Only two yet,1,"[-2.3544757616362118, 9.406951009297007, -1.595541331254647, -2.858310342351187, -2.6018319541980013, -1.9658014879457892]"
teacher:On this side;student:Over here,1,"[-1.3534784287906576, 8.835492409309895, -1.4934368940862721, -1.4731816526576633, -1.6503414604850775, -1.75980793320729]"
