text,label,logits
I want it to be more exciting.,1,"[-2.974912960323941, 8.969751446422125, -2.072456847196653, -1.6372290358002257, -1.195808274699211]"
Very slow moving. Feels like you have to sit through a lot for very obvious information. I would recommend http://ielanguages.com/linguistics/ for a more detailed and more concise introduction.,1,"[-1.2656647735671136, 8.96614172319517, -1.2229617751950528, -2.3775592092580435, -1.1158542483116316]"
A very slow and dull course. Lost my interest Half way.Probably a course for non-native English speaking students.,1,"[-2.8471390636026555, 9.408814734853687, -2.768420407424867, -1.3782196909841653, -1.5992705247503107]"
"This Course is very easy to learn, all it's themes are so good explained.I'm sorry but I might to change the RATE of this course.All went well until the course started reading the explanation of code , after that ... I lost , and I could not continue , because It just came out of nowhere , coding , there wasn't a previous step that says , we will encode here , or are we going to do this somewhere ... just appeared and disappeared as it appeared ... ... we were very well ... but I can not say much more !",1,"[-2.0505943659534607, 9.679053936769229, -2.9031546448569916, -1.3216606152416186, -1.4402148292349162]"
"A large portion of the course is just copy and pasting code that is provided to you. While the code that is pasted is explained, and a lot of content is covered as a result of not having to write it, I feel my overall retention is much lower than in other courses.",1,"[-2.031164470417472, 9.208352908158469, -1.1302316452193408, -2.6188085395008485, -2.9681886221072236]"
Very good lectures and examples. Horrible autograder - very stiff and all results must be in a very strict order and format. Extremenly vague questions prone to misinterpretation.Most of the time is not spent on analysing data or coding but trying to understand the autograder and questions. The stress should be somewhere else. As a whole poorly prepared course.,1,"[-1.2975451758312646, 8.266864899769864, -2.296614556163605, -2.1982365480692123, -1.4747180335982382]"
why intro is so long?it becomes boring without any physical interpretation of knowledgecan't you take at least one design project or demomany things were said but very little went in head,1,"[-1.5490048447858125, 8.558994556880092, -1.5677396780936297, -1.4978640959622302, -1.6755767089927773]"
The course content and the assignments are too far apart. I would have learned more if it was better aligned and there were some exercise in between.,1,"[-1.6792620962994769, 8.030156106609647, -1.1271423446009636, -2.352039301982432, -2.880791565615448]"
"Only very very basics. They won't teach you make well formed HTML documents, complete CSS files or learn to program in JavaScript.",1,"[-1.864202969282689, 8.405202455302405, -2.9553655162450454, -2.3207739657065374, -2.1243357102822884]"
"Too much material, that moved too fast. Wasn't opportunity for enough feedback and explanation. I say this as someone who went to Duke and has taken similar classes at Duke!",1,"[-1.2514810032411083, 8.071100581120701, -1.7951757277540672, -1.1514787053777125, -1.7801539474058137]"
"I didn't like the professor's teaching style. He took way more time than was necessary to get his points across. Plus the little quips where he's pretending to engage with the viewer made it feel like a kids show. There were some good nuggets of info, but there was too much filler to get to it.",1,"[-1.5122174366296577, 8.596236909792154, -2.849273957346753, -2.7991375037018074, -1.102520320748157]"
"The course and presentations were very informational and good. I enjoyed that aspect. I would have rated the course 4-5 star based on that. The reason for the low rating was the 6th module, and the fact that I felt very ill prepared for the syntax of creating all the operations in Spark (building out the Jupiter notebook). We really did not cover much of that, and it was quite punishing to search the web and sources to make things work. Even the instructions to export the csv file were misleading at best. I have a full time job and a family, I am not some young undergraduate with copious amounts of time to waste. While I am not opposed to some searching of other sources, I would like to have more of the useful information taught so that it is not so much of a burden. I believe that if you are going to test people on something, you should at least cover it in some sense.",1,"[-1.5547647626465246, 9.52496087354258, -1.8891340638386234, -1.8602894564766692, -1.402767544590056]"
"Not beginner friendly, might be good as a refresher for grad students",1,"[-2.287149272068151, 8.345166212233616, -2.516995246057396, -2.492023142973987, -1.6288617660887685]"
"THIS course is only good if you have basic knowledge regarding ,materials science and this course is highly based on research papers and research domain . Overall a good course .",1,"[-1.8452306410680075, 9.648113846486943, -2.819650103977163, -2.6401798650951624, -1.478599533007787]"
I feel that the course does cover adequate topic to improve our mastery of data analysis in Excel. The course is more focus on the statistic and probability theory without giving adequate explanation on how to work on Excel.,1,"[-1.4087396932208847, 9.903100590737274, -2.545667770798028, -2.114936889963902, -2.5442963451128024]"
"HTML and CSS were GREAT. JavaScript was very confusing as it did not teach me what each part of the code meant, including the syntax --- and hence I was unable to understand anything by Week 4, despite having listened to all the lectures and participated in the all the activities. I wish JavaScript's structure was more consistent with that of HTML and CSS.",1,"[-1.994447636743419, 9.680015601179651, -2.8452005331187245, -2.6178268673921083, -1.8603497132249445]"
"its more a linux introducction, not the expected from the title. the content is good but no what was expeceted, as it said interfacing I thought it was more about sensors and gpio programming",1,"[-2.728202371910848, 8.220490034664044, -2.164208880151246, -2.0687215479053087, -2.8559693280461302]"
"The informations were useful, but the videos were repetitive. This whole course had the amount of informations as one week of many others. If it was free I would have no complaints, but since it is part of a specialization, I expect more. Removing all the fat each week would have 10 minutes worth of material.Also I did not appreciate the length at which the speakers promoted their books.",1,"[-2.277069013203694, 8.277726595095606, -2.4413204784576603, -1.4248555220122383, -2.2077843918426687]"
Boring techniques for remembering.Nothing related to learning or understanding.,1,"[-2.9990063845566644, 8.120292202518105, -2.665485965820862, -1.222527388879377, -2.3166878594074425]"
"The videos were ok, reading materials added some value, although about three years have passed since the launch of the original course and the materials are all the same. I expected that something new would be introduced to give it a bit more value. But what is very questionable is the architecture of the quizzes. On one hand it goes way beyond the simplicity of the lenght of the course, assume a mindset that extends well beyond this course, and on the other hand after doing the quizzes some times and observing the considered right and wrong answers, some of them - to say the least, are highly ambiguous and express a personal point of view of the instructor in what is right or wrong (what by itself is not very reasonable), and lack ultimately in objectivity regarding the materials covered. I am not by any means saying that the quizzes are hard or simple, I am saying that they lack objectivity and go beyond the scope of the materials and try to put the student on a state of trying to guess what the instructor's opinion is regarding the question at hand. In some cases the 'best' answer chosen is absurd. Highly questionable this approach. Again, I believe that evaluations should be challeging, but these quizzes are a bit esoteric, they lack objectivity.Nonetheless, it is important to say thank you for being present in this platform and having the will to put it together. I wish you luck for the future.",1,"[-2.083291340670597, 9.501987211655996, -2.1423892488747347, -1.5806415683910635, -2.6174027293369253]"
I was interested in this course but as it stands it is more like marketing hype than a proper course. For one thing it tries to cover far too much material in 4 weeks. Within the limited scope of the beta test I started the node red stuff. It looks easy but the lecturer didn't make it clear what it was for anyway.A much more thorough introduction should have been given to everything.The lectures on the Rasberry Pi were a joke. In order to do the course within 4 weeks I would have had to order a Rasberry Pi before getting to these lectures. A clear guide to course prerequisites and the Rasberry Pi and Sensehat must be provided.Neither of the tutors seem very happy about their job. This is a small point and not a show stopper.Overall - don't issue this course without major revisions (perhaps a new course team).,1,"[-2.842197024727313, 9.574878056341348, -1.8043902666703795, -1.3306379074927266, -2.525603557044072]"
Very basic knowledge,1,"[-1.9022943579620026, 9.15129918825998, -2.4852022277423282, -1.3874181595643456, -2.3111476682557885]"
"some swirl tests (4,5) don't work because of parameter method in qplot function. This parameter is not realy existed in this function now",1,"[-1.0286937149660214, 8.74061866670675, -2.362454782101077, -2.55460985987221, -2.7982298861618755]"
"Nice idea, but too many technical difficulties. I tried to complete quiz 4 nine times and eventually passed the deadline. And in order to submit my final assignment I had to embedded my images into a word doc and export it as a PDF... I won't get extra marks for being able to work THAT out! ; )I did enjoy the rest of the course though. Thanks for all your efforts.",1,"[-2.2343285143420935, 9.991442778493663, -2.54206048574728, -2.074843142625373, -2.4492073146704323]"
This course is to much about graphlab and not enough about the mechanics of machine learning.,1,"[-2.873962693877319, 8.398224719810965, -2.278236942194617, -2.5245188374411134, -1.9696072427431126]"
"Love Coursera but was disappointed in this course. Being a true beginner w/no background in programming or data science, I felt the programming assignments were way too far a stretch from the Swirl exercises (which I felt were super helpful and beginner appropriate) and lectures. I spent 8-12 hrs on each one just googling and trying to decipher the programming jargon that most responses were written in. I was able to figure out workable code for most problems but I feel like I am still lacking the basic fundamentals underlying the solutions to these assignments and would have a hard time reproducing solutions to similar problems.",1,"[-1.918680842794494, 8.698892370516274, -1.8217277399918388, -1.0942496178435153, -1.7248832384386614]"
"Having completed the assignment after many hours of trial & error; here are some suggestions for improving the class for future sessions.Increase the length and depth of the lectures so that more of the materials needed for the assignment are covered.For each week, have an optional programming exercise (not graded) but with a model answer (with explanations of why) so that students have a concrete example on which to practice key concepts on.As classes & structs are very important to completing the assignment (instead of just including the SWIFT manual chapter on classes & structs in the Follow Up Reading), include an actual lecture about this topic.Improve the description of the assignment to be completed. Be specific about what is required (e.g.; what does interface mean? Is is a User interface or is just a specified variable which can be changed in the program code? What do you mean by order of applying filters? Do you mean a variable which lets you decide order of filters and executes the filters accordingly or does the ability to manually rearranging the order of the calling of functions in the code suffice?)Improve the alignment between the assignment and the review criteria. The assignment asks for FIVE filters but there is no matching criterion in the review criteria. Based on the current review criteria, creating two filters would suffice to demonstrate ability to order and get full points for varying intensity for more than 1 filter.I hope the remainder of the modules are better otherwise I will be extremely disappointed !",1,"[-2.1009395820592554, 9.270741014607554, -2.4339090358054145, -1.274466723510161, -1.395539232093901]"
"This material is important, but the assessment quizzes were tedious as the right answer often hung on some small obscure remark that was hard to recall.",1,"[-2.2761252248145842, 8.561295349799467, -1.7201115750667793, -2.797681795914775, -2.3354291037834014]"
I don't feel learning much after the class. Particularly I think the video should be better made to present the spreadsheet content more clearly and i think there should be more emphasis on important points during the lecture session.,1,"[-2.423453826680296, 8.760064842649381, -1.62695896178504, -1.1109369127043904, -2.448619798409708]"
"The lecturer is very good. The course is not very insightful and on the surface. It is business oriented, it doesn't deal with interesting and challenging academic problems.",1,"[-2.919899655843844, 9.939747723189134, -2.648425628169565, -2.6402111427623787, -2.6303662222608866]"
"The course introduces some basic concepts but fails to deliver on the objectives set out in the initial module description by barely listing out most topics through a very narrow, linear approach instead of delivering an actual in-depth explanation and commentary on the subject. Some more advanced learners will also find some tools to be out-of-date and some areas - very Google-focused.",1,"[-2.466653170111143, 9.18687785371966, -2.9751198023466543, -2.6146210544434227, -2.4201165157046276]"
"I understand that this is a project centered course, however I do not feel like I walked away with a solid foundation of what goes into creating synthesizer sounds. Sure I learned that I can change parameters within a synthesis program and thereby get various sounds, but that's about all. I was expecting to gain fundamental understanding of the various parameters and what they really do and a more solid understanding of the process of creating custom patches rather then following an example and subsequently making minor adjustments so that it fits my style.",1,"[-2.7167246859990466, 9.332028945919498, -2.0348437084504276, -1.0861774905591464, -1.9735840326367848]"
"A lot of the lecture material is unclear and does not fit with the content I've learned from other BI books, lectures, and experience. Additionally, the quizzes don't seem to test for real-world BI knowledge, rather they test for the ability to interpret the instructors fairly unique views on some BI topics. Furthermore, the additional readings need to be culled significantly, it looks like someone just googled BI topics and then copy and pasted the links they found. Please prioritize the additional readings highest value to lowest value and then post only the 4 to 7 reading that rank the highest. A pairwise comparison process may be useful when doing this.",1,"[-2.196297197308123, 9.840369608760295, -2.60425427544377, -1.869717113246622, -1.4487276059089504]"
It was difficult to me! I think that 's more appropriate to whom is already familiarized with the terms and concepts.,1,"[-1.3448659556388947, 8.289628218728543, -2.2633178549263766, -1.2085899280164583, -1.0534770550226968]"
"This course is great, but Brian is certainly not a good instructor. He does not explain things well, and articulate examples. I had to take Statistical Inference from Duke university to pass this course.",1,"[-1.1595638274965474, 8.057427989317206, -1.6454868670467795, -1.2789824461043968, -2.4002793803763893]"
This course is somewhat lacking depth. The introduced tools are very basic and I would have expected more content for the prize,1,"[-2.904328720511092, 9.259245458964104, -2.853456199270324, -2.365352504256604, -1.9099032148254602]"
"I wish the courses are more project oriented. This is a very good introduction but, atleast you could provide some optional projects or some tasks.",1,"[-1.4068770428973316, 9.152531825371488, -2.5861738052142904, -1.3788069336437463, -1.5409760757455626]"
"Materials and topics were good, but the course lacks in two things. They stress more on math and theory. I would suggest additional videos explaining the implementation in matlab would be helpful and would throw more insight to the maths. Second there is no programming assignments, so its a little easy kind of. If the instructor or the TA would help out in giving the assignments and implementation in matlab, then it will be one of the ever-lasting courses",1,"[-1.3229093565305836, 8.978056965111369, -2.35903631636158, -1.1940156937548676, -1.8476514277431768]"
"While the content of the course is interesting and useful, the delivery desperately needs improvement. The professors speak in an extremely monotonous way, making it seem like they are reading their lines from behind the camera. Just awful, and makes it really hard to follow and stay interested and connected with the topic (even when you're passionate about the subject).I would rather have the course in Italian, and read the subtitles, if that means a more energetic delivery.",1,"[-2.400598332769541, 8.41032594608191, -2.3639073697150477, -2.6480969371891616, -2.697022708315198]"
I do not feel that this course is ready for publication and is overlong for the material presented.,1,"[-1.4189863570574504, 8.985525151101559, -1.508864693475083, -1.7922997921452481, -2.6334441249932974]"
It consists mostly of video lectures there is a lack of coding exercises,1,"[-1.442661042497637, 9.483288128689683, -1.9081948078600932, -2.016039929295894, -1.265054016924729]"
It seems like the team have tried to do the whole course in one take! Perhaps some practice would have been in order? at least to work out what they are going to say next.... content is ok so far but delivery is tough to listen to.,1,"[-2.9937092062375963, 9.774654688503631, -2.5688683752247963, -2.934071118960153, -2.7245881368572293]"
"The information in the videos was very interesting and well presented. I feel like I learned a lot. However, the quizzes and tests seemed to be of a very different level, and often covered material that was hardly discussed in the lectures. I understand that students are expected to do independent learning of material, but the gulf between lectures and test difficulty was extreme. If others were interested in learning about the basics of music theory, I would not recommend this course.",1,"[-1.9070043826376961, 9.594043221506308, -2.56529740372655, -1.2203629649490473, -1.7060015468320195]"
"I think the content itself is somewhat too theoretical, it does not usually apply to the reality",1,"[-2.0013568342024426, 9.976987159388907, -1.94751589468475, -1.260316593941123, -1.7537973881507047]"
"Positive aspects:Readings were relevant and interesting.I learned a lot.I was challenged.Negative aspects:Programming assignments took SIGNIFICANTLY longer than suggested (I have 20+ years of programming experience and am fluent in 3 programming languages, but I'm new to Python).Course did not provide enough support to learners. You're on your own to learn the material and you won't get timely responses (if any) from the staff. I asked clarifying questions about lecture material on the Discussion Forums and got no response (twice).Several concepts were not taught with appropriate detail / explanation. For example, there was no instruction on how to read error messages in Python.",1,"[-2.115000462819247, 9.946435698126816, -2.84031937169934, -1.768704690190805, -1.409911102538126]"
"As for information in course itself, it was interesting for me to enroll and to be part of the course.But I highly dislike that there was a feeling of that the lecturer is trying to remember any things right while the video goes. It is not a real class, it is a video and it could be done much more accurately. There were many many boring moments, while management itself is not a boring discipline, it is very interesting.Anyway I am glad I participated in the course.",1,"[-2.6960558927275606, 9.190593700121134, -2.114259990616846, -2.512204225276241, -1.3889071989498956]"
Material is very basic for anyone with even the smallest amount of programming experience. Very slow pace,1,"[-1.7047288321761522, 8.135701187099134, -1.1309207964209635, -1.1385301333319966, -2.3308230706559847]"
"Poor visual communications, it should be better since it is the only way to follow the course.Should be nice if the slides counted with a kind of animation to enphatize what we are talking about.",1,"[-2.42744785125437, 9.614317052127179, -2.5192950238697, -1.4496053304927579, -2.3358012362291456]"
"Honestly I cannot believe that this course won't allow people to go an extra mile to make something better and learn more than what course was designed for. How is it possible that I try to do something different and better than what I was requested to do and because of that I got bad gradings because it was different even though it met the projects requirements? I left a complaint and this is the response from one of the mentors ""john f davis replied: all I could say is keep your personal touch in your GitHub and submit the nonpersonal touch version to be graded.""How is this going to allow the students to learn more if they are going to be graded badly if they do? If we are not allowed to work on something greater? I'm disappointed with the peer grading system but even more with this kind of attitude from a ""mentor"".",1,"[-2.013866614195527, 9.029414992904428, -2.4313663499663685, -1.6953471538668181, -1.383150500992877]"
Very basic introduction to Data Science. Seasoned programmer or other IT professionals are likely to find this course really weak.,1,"[-1.008100920334707, 8.458924077024806, -2.6936708197368864, -1.7799509782249383, -2.873461291446991]"
"I saw two main issues with this course: 1) dated lecture videos, oftentimes with R code that can't be replicated using up-to-date packages, and 2) lack of thoughtful design: example after example after example after example doesn't really teach you anything.",1,"[-1.5356762540229734, 8.847674548133991, -2.5807480452682654, -2.2905055165585724, -1.371855364559689]"
"The course starts very promising, but it gets worse week after week, culminating on a barely understandable week about dynamic programming. Thatâs when I gave up and decided to write this review instead, with just one assignment missing to complete the course.Some of the teachers arenât native english speakers, which is fine, but their english is very hard to understand. I found myself having to watch some portions of the videos over and over again in order to understand what was being said. I tried reading the transcripts instead, but the theyâre even worse! It seems that they were automatically generated from the videos, thus suffering with the poor pronunciation.The teachers use mathematical sophistication that feels unnecessary, but to be fair, they do mention it on the FAQ as part of the necessary background. However, even though itâs an online course, they barely use any teaching method besides very raw slides, some dry mathematical proofs and someone speaking about the content. The only resources offered to help learning are a few open source visualizations. I expected much more.The only good aspect from this course are the assignment checkers, which allow you to write your solutions in multiple languages.I deeply regret the money and time I spent on this course.",1,"[-1.575027408050011, 8.308990822667694, -2.050590386502115, -1.0718966969678605, -2.0050068977401265]"
Big difference in difficulty between the math-heavy codec theory lectures and the other material which is quite basic. Not much to do with the DragonBoard.,1,"[-2.189102932924813, 9.57555094810223, -1.6619782797351201, -1.935358346496144, -2.4770657683253594]"
Might be an instructive course but the guy who presents it is really creepy. And knowing he was involved in the official 9/11 report makes him hard to believe on any issue.,1,"[-2.3055727896116736, 9.415248551094848, -2.6794987474819845, -1.0498312005699064, -1.1724644057674714]"
you can take the assignments only if you pay,1,"[-2.815912156688187, 8.30332300008828, -2.2524425768451355, -2.1722648608078803, -2.977582680965129]"
Platitudes and generalizations. The interviews with real people are the only redeeming factor. I wasn't impressed.,1,"[-2.18996975163009, 9.23578134866687, -2.265476129619528, -2.961239876450613, -1.6524211735612404]"
"The first courses are great.Unfortunately, the course that covered the installation (week 2 - ""create your first basic application with android studio"") got me lost.",1,"[-2.598778454952133, 9.647507877045623, -2.90453197078756, -2.7746993013515766, -2.817357851139744]"
"I can't say I really enjoyed this 5 week course. The flow itself was more like ""food for thought"" where a bunch of ideas are presented as sort of an intellectual gymnastics exercise with no point really. By week 5 you are just plain bored. The content wasn't concise enough. It could have easily been a 4 week course or even shorter had they not tried to belabor each topic. It all was too high level and never really got down enough to earth. I have done other courses on the same topic which were better put together.",1,"[-1.6703121864621246, 9.656504100782966, -1.7434015652420867, -1.2882669215885347, -2.3221547730499177]"
1-week does not seem enough for a Crash Course,1,"[-1.2476219493910539, 9.75587141708046, -2.2169661287615856, -2.892500858231993, -2.616022852260719]"
"I greatly enjoyed the material presented in this course and while I do not doubt the proficiency of it's creators the poor standard of spoken English of its two main presenters prevents me from recommending it to colleagues. As another reviewer has remarked, their English may be quite sufficient for day to day use with other experts but for inadequate for teaching students who are hearing many technical terms for the first time. The transcripts are no better and also contain many mistakes. I believe that this course should be stopped until these problems are corrected.",1,"[-2.456098359412915, 8.680625668874697, -1.6172119603642001, -1.9135296508207151, -2.9506029222752588]"
Lessons are very good but the Assignments for the later weeks are way too hard for people with no math or programming experience.,1,"[-2.265646468836231, 8.137854515135881, -2.4842805038684976, -2.007979631776914, -2.992714116918287]"
"Lectures were extremely good, but assignments and graders were very low quality and difficult to decipher requirements from. Professors and TAs were not active in the forums.",1,"[-1.3743261739420007, 9.354845124215842, -2.491458628021145, -1.5166887169693863, -2.724335893370996]"
Somehow simple presentations.,1,"[-1.5664586095436963, 8.464681199374734, -2.586073459594483, -1.949102737815016, -1.6857871229527597]"
Problem with quiz week 2,1,"[-2.643101366478973, 8.694336152925109, -1.617184469793479, -1.494719388992218, -1.4473207997602562]"
"75% of the course is amazing, the rest needs some work. The course feels as if its target population is lower-level undergraduates or the general population. Would love to see more advanced graduate level content included.",1,"[-1.641123209968675, 9.897780014019988, -2.203438548789852, -2.842615964439844, -1.622891436380784]"
"Not really about Product Management, but about Project Management",1,"[-1.8810117588600355, 8.435565158498608, -2.917222987009688, -2.2752039321046444, -2.380858025808516]"
"Logic can be fun, but this class pretty much kills that spirit by burying it under pretty horrendous and tedious formalization. An intro to logic should be considerably simpler, and with more interesting content and exercises.",1,"[-2.5001523979402434, 9.671296578247313, -1.397439002761789, -2.3205487505731064, -2.4629606096373977]"
Muy light,1,"[-2.3711343777007516, 9.591615908199387, -1.159456875207223, -1.2053853698799675, -1.9709250514370171]"
"Felt very much like an exercise in writing-by-numbers. Assignment instructions were too vague and the pass/fail grading system meant lots of classmates were upset that their work was not appreciated or understood. So many people on the course do not have English as a first language that the marking is often erratic. Great that non-native speakers are trying to write in English, enriching the canon, but in those circumstances a pass/fail system seems misguided.",1,"[-1.1105843754003857, 9.172207089199695, -2.2834518948135587, -2.9094659906150895, -1.0077198127155096]"
"I really enjoyed the first two weeks. When it came to JavaScript I couldn't follow, so much information was missing and lessons were not clear anymore. I understand that the goal was to teach the most in a short time but this was not the right approach.",1,"[-2.38245066744767, 8.4021623234449, -1.0226530373835991, -2.6614632300755243, -1.5659681309679692]"
"The course gives practice in Python, but programming assignments were loaded with ""busy work"" that added little value and often had only loose ties to the material discussed in class. While this forces more independent learning, it also makes it so that this course isn't really much better than free online tutorials. I found myself learning almost everything for the programming assignments from the pandas package documentation and from Google searches that led to stackoverflow. For an instructor from the University of Michigan whose bio says ""I work with colleagues to design tools to better the teaching and learning experience in higher education,"" I was expecting a lot more value for the time spent in this class. I suspect that this course is being used to provide data for furthering his own research. It's often more difficult to maximize value to customers when personal incentives may not be perfectly aligned with customer (student) objectives.",1,"[-2.61479932986159, 8.565813685208235, -2.7296320576259054, -2.8949039331911335, -1.4683307668034111]"
"Too long, too diversified, too much usage of technical terms; heterogenous content.",1,"[-2.2988957603404696, 8.545949570690343, -2.667273381917587, -1.802191444190148, -1.4331458402206112]"
So Basic and only useful for common knowledge not something for a specialization,1,"[-2.977785983862967, 9.223213269778777, -1.1167587491093838, -2.108225741858583, -2.5788451912971757]"
"This course is not well designed, there are multiple mistakes in the videos, assignments, etc. The content is covered after you already had to apply it in an assignment in a previous lesson. The tests are also not well made. The instructions to peer-reviewed assignments are not clear and will not bring you to the correct result which is shown during peer review. No involvement from the faculty, no one to answer questions.",1,"[-1.5289185059679586, 8.470918755678928, -2.1778456527324215, -2.843787412955102, -2.1236831701464665]"
Very basic info suited for highschool students. Many errors in transcripts that you will just have to slog through.,1,"[-1.608190869781048, 8.56372483574691, -1.582370698098684, -2.520681052834017, -2.780516689340063]"
Provided Unity scripts for projects don't work properly with newer versions of Unity. Quality of video recording is kind of crappy esp. audio. Most of the stuff learned in this course you'd be able to learn straight from the Unity tutorials anyway. Not recommended unless you absolutely need scheduled assignments in order to learn.,1,"[-2.4807635325563004, 9.495804029729351, -2.949763641009261, -1.7086076127652152, -2.997245116499002]"
About plotting in R. Not about generating real insights from EDA.,1,"[-2.8226274701731855, 8.86453652449413, -1.044206264424402, -2.1842995668824345, -1.3229845513052383]"
"Hard getting through this course. It is probably because I don't have Adobe Lightroom software. Perhaps if I eventually get it, I will re-visit this course as the tutorials are thorough. I scored it as I did because I think the course title should have Lightroom & Pixlr in there since weeks 3 & 4 dominate those two.",1,"[-2.7000663257554187, 9.34974328902485, -1.9770684562923835, -2.033762605923288, -2.6011614015337763]"
It is too small and shallow. Whole specialization is actually one full course split into 4 tiny parts.,1,"[-2.755746826308213, 8.902726895943402, -1.9939616164224319, -2.6283740808542926, -1.2858116542585247]"
Instructions were very unclear compared to the rest of the courses in the specialization.,1,"[-1.1197304047208005, 9.153881829688617, -2.707003886522321, -2.945710608286517, -1.6967612771695846]"
"The course feels pretty shallow and it ignores all the interesting stuff like proofs. There is no written material available, so if you can't follow the lectures, poor you. Quizzes aren't very well formulated and sometimes the correct answer is more of a matter of opinion rather than a hard fact. Evaluation seems to be based solely on peer review and there are no model solutions available, so the points you'll get may vary depending on how your peers understood the assignment and if they were interested in the review process at all.My overall feeling is that nothing was quite challenging on the course, and I didn't learn much more than what I could have learnt by reading a few paragraphs per topic from Wikipedia. I also felt that the programming assignments were quite disjoint from the core, tough I don't feel like I understand the core better than before the course because none of the assignments made me think why something works, rather than that we just mechanically reproduced the examples shown in the lectures.",1,"[-1.0562927456215765, 8.368612210344743, -1.2216413771165964, -2.921228696138238, -2.7606895393006194]"
Not really helpfull,1,"[-2.1301702843350316, 9.459670519759886, -1.4423369380735918, -2.226480360870387, -2.095268480305109]"
"Theoretically good course, could have been made more interesting by including more examples or cae studies.",1,"[-1.6453096196364778, 8.052307872984487, -2.3684343676018473, -1.694470999168667, -2.6336899982498325]"
"The course really isn't that useful for day to day management decision making. It might be more useful for those who look solely at long term data and make choices ""at a distance"" so to speak. Very heavy focus on charts and graphs....so there's a lot to it but very little you can sink your teeth into unless you have a very specific type of management in mind.",1,"[-2.1606991182295356, 8.874890110043864, -2.777519688377264, -2.222951484306288, -2.902974771207317]"
"information is useful. But, still, it is a shame to split one month course to 4.",1,"[-2.690633207044753, 9.397344576005864, -2.394888533597001, -2.1940437343024453, -1.6908248771834162]"
Far too easy and far too basic for me. I would have hoped for a more in-depth and scientific look at food and nutrition.,1,"[-2.412266301527216, 9.821739444052222, -1.445910242700476, -1.1104413413772527, -2.7527193889592043]"
"There are too many poured notions without practical explanations or case studies. Slides are read bullet point after bullet point without added value. The course is not compelling in any way. Too many references to a book said to be not compulsory.In the final exam right answers are not given.The course gives you just a smattering of the subject, nothing that you can apply with confidence on the job.",1,"[-2.0210573082182366, 8.068260961333959, -1.4764487048439134, -2.6941434516393863, -1.3599374429514934]"
not very explanatory,1,"[-2.0649936654927137, 8.976147287478666, -1.648422554061238, -1.901001797436033, -2.820987489898382]"
"The touch on a lot of topics, but do not provide nearly enough information to make it worth staying through the course.",1,"[-2.6999302012947943, 8.808634471607096, -2.4002565583694953, -2.266082816340411, -2.4481627257547833]"
The video lectures are really boring and useless,1,"[-2.974640413243818, 9.117244193651555, -1.2046715041300171, -1.3102791853182827, -2.003872129394826]"
Very shallow,1,"[-2.0133803294033323, 9.864386500150841, -2.567147306530403, -1.9683666428543964, -1.9014700209143627]"
"2 stars because the theoretical part is ok but programming assignments are waste of time. I'm not here (and paid) to be trained to use something the instructor is trying to SELL, nor will I ever recommend this product for commercial use. I will switch to other ""not recommended"" packages in the later parts of this specialization.They should put the disclaimer for Graphlab Create in the specialization page so people can be aware of this.Besides, the sound of that Giraffe toy is really, really annoying.",1,"[-2.0539040701140117, 9.30757992553988, -2.0751471212685844, -1.3234733062513797, -1.496564274227235]"
"Apart from the book the courses does not offer me anything. No videos, no active forum, no explanation. Also the assessment is not interesting and there is no much information in the teaching material in order to be able to do the assessment.I am very disappointed with this Specialization.",1,"[-1.2508656160292115, 9.278963576367062, -1.034840943010338, -2.832654924581756, -1.0634000986982477]"
"Algorithmic Toolbox consists of a series of slides containing slimmed down explanations on introductory algorithmic concepts, followed up with programming assignments. The slides are the centrepiece of the course, as the presenters rarely stray from the bullet points and pseudocode they're comprised of.I learned a lot during this course. Although, to gain confidence in your knowledge, this is a course that will require you to seek out additional materials to supplement your learning. Perhaps unsurprising being an introductory course, but the presenters struggle when faced with setting expectations.Throughout the course presenters often gloss over fairly complex concepts, treating them as they were trivial knowledge. This applies to mathematical definitions, proofs where most steps are skipped, tree diagrams without the context of their underlying theory, or bullet points used in place of what could be detailed explanations.All material is left equally weighted. Rather than providing explanations like: ""We don't need to go into detail on this, only x concept from it is important for what we want to focus on. Reference this chapter in this book for more detail."" presenters would read mathematical definitions verbatim from the slides and move on. I was often unsure of how much I would need to know about such concepts.In terms of communication ability, the presenters don't hold up against many of the free/low-cost services I'm accustomed to using, for example: MIT OpenCourseWare, Udacity, edX, Khan Academy, Code School, Treehouse, etc. Perhaps unsurprising, as these competing services often feature professional communicators rather than professional researchers. But the marketplace for quality online education is definitely becoming a competitive one. Users now expect nothing less than presenters with exceptional communication/teaching ability.In most videos the presenters read verbatim from the slides and motion with their hands to explain concepts that would be better broken down on a whiteboard. Rarely straying from the slides, the times the presenters go into more depth on a concept, you get a scribble in the corner of a slide, lacking the clarity I've come to expect when approaching complex concepts from master educators like YouTuber PatrickJMT or Khan Academy. After a couple weeks into the course, I just went straight to the slides, read MIT's Introduction to Algorithms, and skipped most of the course videos.But all things considered, the course served as a good curriculum to guide my focus through the introductory concepts, regardless of where I sought it out.",1,"[-1.8029717747821783, 9.768532009010055, -1.992253572398119, -2.931514217650311, -1.0365496929524054]"
very bad course but i have come to the point that it is ok for the beginers,1,"[-2.3642934955412, 9.436838984519584, -1.0488229610608855, -1.3948707771313904, -2.8512843434345116]"
